value,date
73,2020-04-01
63,2020-04-02
59,2020-04-03
65,2020-04-04
67,2020-04-05
60,2020-04-06
53,2020-04-07
64,2020-04-08
68,2020-04-09
66,2020-04-10
74,2020-04-11
64,2020-04-12
60,2020-04-13
65,2020-04-14
71,2020-04-15
64,2020-04-16
68,2020-04-17
73,2020-04-18
60,2020-04-19
60,2020-04-20
60,2020-04-21
61,2020-04-22
52,2020-04-23
43,2020-04-24
51,2020-04-25
46,2020-04-26
49,2020-04-27
49,2020-04-28
56,2020-04-29
57,2020-04-30
54,2020-05-01
58,2020-05-02
49,2020-05-03
48,2020-05-04
45,2020-05-05
51,2020-05-06
50,2020-05-07
46,2020-05-08
46,2020-05-09
53,2020-05-10
53,2020-05-11
48,2020-05-12
53,2020-05-13
60,2020-05-14
55,2020-05-15
55,2020-05-16
62,2020-05-17
52,2020-05-18
46,2020-05-19
50,2020-05-20
56,2020-05-21
49,2020-05-22
59,2020-05-23
66,2020-05-24
69,2020-05-25
55,2020-05-26
53,2020-05-27
51,2020-05-28
55,2020-05-29
66,2020-05-30
54,2020-05-31
51,2020-06-01
51,2020-06-02
49,2020-06-03
47,2020-06-04
49,2020-06-05
57,2020-06-06
55,2020-06-07
48,2020-06-08
47,2020-06-09
50,2020-06-10
56,2020-06-11
52,2020-06-12
52,2020-06-13
54,2020-06-14
48,2020-06-15
46,2020-06-16
50,2020-06-17
44,2020-06-18
49,2020-06-19
51,2020-06-20
47,2020-06-21
46,2020-06-22
45,2020-06-23
44,2020-06-24
49,2020-06-25
51,2020-06-26
49,2020-06-27
48,2020-06-28
46,2020-06-29
50,2020-06-30
89,2020-07-01
100,2020-07-02
63,2020-07-03
66,2020-07-04
58,2020-07-05
51,2020-07-06
50,2020-07-07
50,2020-07-08
53,2020-07-09
44,2020-07-10
61,2020-07-11
55,2020-07-12
48,2020-07-13
52,2020-07-14
49,2020-07-15
50,2020-07-16
48,2020-07-17
55,2020-07-18
63,2020-07-19
54,2020-07-20
53,2020-07-21
57,2020-07-22
52,2020-07-23
45,2020-07-24
54,2020-07-25
55,2020-07-26
55,2020-07-27
51,2020-07-28
58,2020-07-29
49,2020-07-30
65,2020-07-31
61,2020-08-01
59,2020-08-02
63,2020-08-03
47,2020-08-04
46,2020-08-05
44,2020-08-06
56,2020-08-07
50,2020-08-08
50,2020-08-09
46,2020-08-10
44,2020-08-11
48,2020-08-12
55,2020-08-13
46,2020-08-14
53,2020-08-15
59,2020-08-16
51,2020-08-17
45,2020-08-18
47,2020-08-19
48,2020-08-20
49,2020-08-21
51,2020-08-22
62,2020-08-23
52,2020-08-24
50,2020-08-25
45,2020-08-26
49,2020-08-27
45,2020-08-28
58,2020-08-29
82,2020-08-30
54,2020-08-31
55,2020-09-01
53,2020-09-02
47,2020-09-03
47,2020-09-04
55,2020-09-05
58,2020-09-06
49,2020-09-07
49,2020-09-08
46,2020-09-09
50,2020-09-10
53,2020-09-11
60,2020-09-12
54,2020-09-13
48,2020-09-14
49,2020-09-15
51,2020-09-16
49,2020-09-17
51,2020-09-18
57,2020-09-19
55,2020-09-20
50,2020-09-21
46,2020-09-22
48,2020-09-23
50,2020-09-24
51,2020-09-25
54,2020-09-26
48,2020-09-27
53,2020-09-28
45,2020-09-29
51,2020-09-30
48,2020-10-01
51,2020-10-02
60,2020-10-03
57,2020-10-04
46,2020-10-05
49,2020-10-06
47,2020-10-07
45,2020-10-08
47,2020-10-09
51,2020-10-10
55,2020-10-11
47,2020-10-12
47,2020-10-13
43,2020-10-14
45,2020-10-15
46,2020-10-16
56,2020-10-17
48,2020-10-18
42,2020-10-19
47,2020-10-20
46,2020-10-21
43,2020-10-22
47,2020-10-23
59,2020-10-24
56,2020-10-25
51,2020-10-26
55,2020-10-27
47,2020-10-28
52,2020-10-29
49,2020-10-30
53,2020-10-31
51,2020-11-01
41,2020-11-02
44,2020-11-03
44,2020-11-04
45,2020-11-05
45,2020-11-06
55,2020-11-07
50,2020-11-08
37,2020-11-09
44,2020-11-10
41,2020-11-11
51,2020-11-12
46,2020-11-13
52,2020-11-14
53,2020-11-15
49,2020-11-16
43,2020-11-17
43,2020-11-18
47,2020-11-19
42,2020-11-20
50,2020-11-21
50,2020-11-22
42,2020-11-23
44,2020-11-24
43,2020-11-25
45,2020-11-26
49,2020-11-27
51,2020-11-28
54,2020-11-29
44,2020-11-30
